,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,QUARTER
216,Shot Chart Detail,0029700342,112,209,Dell Curry,1610612766,Charlotte Hornets,2,11,2,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side(R),16-24 ft.,18,179,-31,1,0,12-19-1997,WAS,CHH,Q2
217,Shot Chart Detail,0029700342,138,209,Dell Curry,1610612766,Charlotte Hornets,2,8,27,Made Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,23,235,48,1,1,12-19-1997,WAS,CHH,Q2
218,Shot Chart Detail,0029700342,155,209,Dell Curry,1610612766,Charlotte Hornets,2,6,25,Missed Shot,Jump Shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,23,-231,-1,1,0,12-19-1997,WAS,CHH,Q2
219,Shot Chart Detail,0029700342,206,209,Dell Curry,1610612766,Charlotte Hornets,2,2,44,Made Shot,Driving Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,1,1,12-19-1997,WAS,CHH,Q2
220,Shot Chart Detail,0029700342,208,209,Dell Curry,1610612766,Charlotte Hornets,2,2,2,Made Shot,Jump Shot,2PT FG,Mid-Range,Right Side(R),16-24 ft.,20,201,10,1,1,12-19-1997,WAS,CHH,Q2
221,Shot Chart Detail,0029700342,224,209,Dell Curry,1610612766,Charlotte Hornets,2,0,7,Made Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,23,233,33,1,1,12-19-1997,WAS,CHH,Q2
222,Shot Chart Detail,0029700342,326,209,Dell Curry,1610612766,Charlotte Hornets,3,2,44,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,18,-188,-10,1,0,12-19-1997,WAS,CHH,Q3
223,Shot Chart Detail,0029700342,345,209,Dell Curry,1610612766,Charlotte Hornets,3,0,29,Missed Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,-3,-3,1,0,12-19-1997,WAS,CHH,Q3
224,Shot Chart Detail,0029700342,359,209,Dell Curry,1610612766,Charlotte Hornets,4,11,30,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,18,-186,-33,1,0,12-19-1997,WAS,CHH,Q4
225,Shot Chart Detail,0029700342,389,209,Dell Curry,1610612766,Charlotte Hornets,4,8,15,Made Shot,Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,63,10,1,1,12-19-1997,WAS,CHH,Q4
226,Shot Chart Detail,0029700342,411,209,Dell Curry,1610612766,Charlotte Hornets,4,6,20,Made Shot,Jump Shot,2PT FG,Mid-Range,Right Side Center(RC),16-24 ft.,18,147,115,1,1,12-19-1997,WAS,CHH,Q4
227,Shot Chart Detail,0029700342,422,209,Dell Curry,1610612766,Charlotte Hornets,4,4,40,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side(R),16-24 ft.,17,173,0,1,0,12-19-1997,WAS,CHH,Q4
228,Shot Chart Detail,0029700352,110,209,Dell Curry,1610612766,Charlotte Hornets,2,9,45,Missed Shot,Jump Shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,22,-224,1,1,0,12-20-1997,CHH,LAL,Q2
229,Shot Chart Detail,0029700352,335,209,Dell Curry,1610612766,Charlotte Hornets,4,11,13,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-201,141,1,0,12-20-1997,CHH,LAL,Q4
230,Shot Chart Detail,0029700352,353,209,Dell Curry,1610612766,Charlotte Hornets,4,9,11,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,24,171,179,1,0,12-20-1997,CHH,LAL,Q4
231,Shot Chart Detail,0029700352,468,209,Dell Curry,1610612766,Charlotte Hornets,4,0,13,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,17,-166,46,1,0,12-20-1997,CHH,LAL,Q4
232,Shot Chart Detail,0029700367,207,209,Dell Curry,1610612766,Charlotte Hornets,2,2,2,Made Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),8-16 ft.,10,-106,-21,1,1,12-22-1997,CHH,TOR,Q2
233,Shot Chart Detail,0029700367,217,209,Dell Curry,1610612766,Charlotte Hornets,2,0,1,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,31,214,227,1,0,12-22-1997,CHH,TOR,Q2
234,Shot Chart Detail,0029700367,339,209,Dell Curry,1610612766,Charlotte Hornets,4,9,41,Missed Shot,Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-3,74,1,0,12-22-1997,CHH,TOR,Q4
235,Shot Chart Detail,0029700367,434,209,Dell Curry,1610612766,Charlotte Hornets,4,1,17,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,25,181,173,1,1,12-22-1997,CHH,TOR,Q4
236,Shot Chart Detail,0029700367,436,209,Dell Curry,1610612766,Charlotte Hornets,4,1,9,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side Center(RC),16-24 ft.,16,57,154,1,0,12-22-1997,CHH,TOR,Q4
237,Shot Chart Detail,0029700367,440,209,Dell Curry,1610612766,Charlotte Hornets,4,0,50,Made Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,136,1,1,12-22-1997,CHH,TOR,Q4
238,Shot Chart Detail,0029700367,453,209,Dell Curry,1610612766,Charlotte Hornets,4,0,7,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,25,-214,136,1,0,12-22-1997,CHH,TOR,Q4
239,Shot Chart Detail,0029700367,470,209,Dell Curry,1610612766,Charlotte Hornets,4,0,0,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side(R),16-24 ft.,17,169,-23,1,0,12-22-1997,CHH,TOR,Q4
240,Shot Chart Detail,0029700373,57,209,Dell Curry,1610612766,Charlotte Hornets,1,5,13,Made Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,20,-209,1,1,1,12-23-1997,BOS,CHH,Q1
241,Shot Chart Detail,0029700373,70,209,Dell Curry,1610612766,Charlotte Hornets,1,4,5,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,21,-182,119,1,0,12-23-1997,BOS,CHH,Q1
242,Shot Chart Detail,0029700373,104,209,Dell Curry,1610612766,Charlotte Hornets,1,1,5,Made Shot,Jump Shot,2PT FG,Mid-Range,Left Side Center(LC),16-24 ft.,17,-85,158,1,1,12-23-1997,BOS,CHH,Q1
243,Shot Chart Detail,0029700373,106,209,Dell Curry,1610612766,Charlotte Hornets,1,0,25,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,25,-61,246,1,0,12-23-1997,BOS,CHH,Q1
244,Shot Chart Detail,0029700373,146,209,Dell Curry,1610612766,Charlotte Hornets,2,9,5,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,23,173,166,1,0,12-23-1997,BOS,CHH,Q2
245,Shot Chart Detail,0029700373,394,209,Dell Curry,1610612766,Charlotte Hornets,4,9,14,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,25,-207,141,1,0,12-23-1997,BOS,CHH,Q4
246,Shot Chart Detail,0029700373,526,209,Dell Curry,1610612766,Charlotte Hornets,4,0,55,Made Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-169,184,1,1,12-23-1997,BOS,CHH,Q4
247,Shot Chart Detail,0029700373,531,209,Dell Curry,1610612766,Charlotte Hornets,4,0,39,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,25,-222,115,1,0,12-23-1997,BOS,CHH,Q4
248,Shot Chart Detail,0029700373,543,209,Dell Curry,1610612766,Charlotte Hornets,4,0,7,Made Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,22,-201,104,1,1,12-23-1997,BOS,CHH,Q4
249,Shot Chart Detail,0029700382,81,209,Dell Curry,1610612766,Charlotte Hornets,1,2,53,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,23,216,104,1,0,12-26-1997,CHH,CLE,Q1
250,Shot Chart Detail,0029700382,101,209,Dell Curry,1610612766,Charlotte Hornets,1,0,31,Made Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),8-16 ft.,13,-139,-5,1,1,12-26-1997,CHH,CLE,Q1
251,Shot Chart Detail,0029700382,115,209,Dell Curry,1610612766,Charlotte Hornets,2,10,53,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,25,186,181,1,0,12-26-1997,CHH,CLE,Q2
252,Shot Chart Detail,0029700382,118,209,Dell Curry,1610612766,Charlotte Hornets,2,10,36,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,12-26-1997,CHH,CLE,Q2
253,Shot Chart Detail,0029700382,327,209,Dell Curry,1610612766,Charlotte Hornets,4,10,50,Missed Shot,Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),8-16 ft.,13,-10,134,1,0,12-26-1997,CHH,CLE,Q4
254,Shot Chart Detail,0029700395,64,209,Dell Curry,1610612766,Charlotte Hornets,1,3,31,Missed Shot,Driving Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,12-27-1997,ORL,CHH,Q1
255,Shot Chart Detail,0029700395,129,209,Dell Curry,1610612766,Charlotte Hornets,2,9,16,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side Center(LC),16-24 ft.,22,-179,132,1,0,12-27-1997,ORL,CHH,Q2
256,Shot Chart Detail,0029700395,329,209,Dell Curry,1610612766,Charlotte Hornets,4,10,41,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,19,-194,33,1,0,12-27-1997,ORL,CHH,Q4
257,Shot Chart Detail,0029700395,332,209,Dell Curry,1610612766,Charlotte Hornets,4,10,5,Missed Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,12-27-1997,ORL,CHH,Q4
258,Shot Chart Detail,0029700410,115,209,Dell Curry,1610612766,Charlotte Hornets,2,10,42,Made Shot,Jump Shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,23,-233,44,1,1,12-29-1997,HOU,CHH,Q2
259,Shot Chart Detail,0029700410,125,209,Dell Curry,1610612766,Charlotte Hornets,2,9,31,Made Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-199,136,1,1,12-29-1997,HOU,CHH,Q2
260,Shot Chart Detail,0029700410,130,209,Dell Curry,1610612766,Charlotte Hornets,2,8,58,Missed Shot,Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,16,1,0,12-29-1997,HOU,CHH,Q2
261,Shot Chart Detail,0029700410,147,209,Dell Curry,1610612766,Charlotte Hornets,2,7,32,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,23,130,201,1,1,12-29-1997,HOU,CHH,Q2
262,Shot Chart Detail,0029700410,175,209,Dell Curry,1610612766,Charlotte Hornets,2,4,26,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side Center(RC),16-24 ft.,18,91,164,1,0,12-29-1997,HOU,CHH,Q2
263,Shot Chart Detail,0029700410,186,209,Dell Curry,1610612766,Charlotte Hornets,2,2,49,Made Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-209,119,1,1,12-29-1997,HOU,CHH,Q2
264,Shot Chart Detail,0029700410,192,209,Dell Curry,1610612766,Charlotte Hornets,2,2,25,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,22,-207,89,1,0,12-29-1997,HOU,CHH,Q2
265,Shot Chart Detail,0029700410,216,209,Dell Curry,1610612766,Charlotte Hornets,2,0,49,Missed Shot,Driving Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,12-29-1997,HOU,CHH,Q2
266,Shot Chart Detail,0029700410,302,209,Dell Curry,1610612766,Charlotte Hornets,3,3,15,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,12-29-1997,HOU,CHH,Q3
267,Shot Chart Detail,0029700410,311,209,Dell Curry,1610612766,Charlotte Hornets,3,2,48,Made Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,22,229,1,1,1,12-29-1997,HOU,CHH,Q3
268,Shot Chart Detail,0029700410,317,209,Dell Curry,1610612766,Charlotte Hornets,3,1,50,Missed Shot,Jump Shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,22,-220,-5,1,0,12-29-1997,HOU,CHH,Q3
269,Shot Chart Detail,0029700410,321,209,Dell Curry,1610612766,Charlotte Hornets,3,1,20,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,24,201,139,1,1,12-29-1997,HOU,CHH,Q3
270,Shot Chart Detail,0029700410,382,209,Dell Curry,1610612766,Charlotte Hornets,4,5,56,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-143,194,1,0,12-29-1997,HOU,CHH,Q4
271,Shot Chart Detail,0029700410,401,209,Dell Curry,1610612766,Charlotte Hornets,4,3,59,Made Shot,Jump Shot,2PT FG,Mid-Range,Right Side Center(RC),16-24 ft.,22,141,179,1,1,12-29-1997,HOU,CHH,Q4
272,Shot Chart Detail,0029700429,84,209,Dell Curry,1610612766,Charlotte Hornets,1,0,54,Missed Shot,Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-21,36,1,0,01-02-1998,CHH,MIA,Q1
273,Shot Chart Detail,0029700429,88,209,Dell Curry,1610612766,Charlotte Hornets,1,0,51,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),8-16 ft.,10,-102,18,1,0,01-02-1998,CHH,MIA,Q1
274,Shot Chart Detail,0029700429,149,209,Dell Curry,1610612766,Charlotte Hornets,2,5,42,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,01-02-1998,CHH,MIA,Q2
275,Shot Chart Detail,0029700429,183,209,Dell Curry,1610612766,Charlotte Hornets,2,1,17,Missed Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,24,226,87,1,0,01-02-1998,CHH,MIA,Q2
276,Shot Chart Detail,0029700429,185,209,Dell Curry,1610612766,Charlotte Hornets,2,1,9,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side(R),8-16 ft.,14,115,93,1,0,01-02-1998,CHH,MIA,Q2
277,Shot Chart Detail,0029700429,288,209,Dell Curry,1610612766,Charlotte Hornets,3,3,6,Missed Shot,Jump Shot,3PT FG,Right Corner 3,Right Side(R),24+ ft.,23,231,-5,1,0,01-02-1998,CHH,MIA,Q3
278,Shot Chart Detail,0029700429,290,209,Dell Curry,1610612766,Charlotte Hornets,3,3,1,Missed Shot,Jump Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,1,18,3,1,0,01-02-1998,CHH,MIA,Q3
279,Shot Chart Detail,0029700429,413,209,Dell Curry,1610612766,Charlotte Hornets,4,1,4,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,23,222,91,1,1,01-02-1998,CHH,MIA,Q4
280,Shot Chart Detail,0029700451,81,209,Dell Curry,1610612766,Charlotte Hornets,1,3,18,Made Shot,Jump Shot,2PT FG,Mid-Range,Right Side(R),16-24 ft.,20,203,42,1,1,01-04-1998,SAC,CHH,Q1
281,Shot Chart Detail,0029700451,151,209,Dell Curry,1610612766,Charlotte Hornets,2,8,34,Made Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,19,-175,93,1,1,01-04-1998,SAC,CHH,Q2
282,Shot Chart Detail,0029700451,155,209,Dell Curry,1610612766,Charlotte Hornets,2,8,1,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,20,-201,18,1,0,01-04-1998,SAC,CHH,Q2
283,Shot Chart Detail,0029700451,159,209,Dell Curry,1610612766,Charlotte Hornets,2,7,30,Missed Shot,Driving Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,01-04-1998,SAC,CHH,Q2
284,Shot Chart Detail,0029700463,140,209,Dell Curry,1610612766,Charlotte Hornets,2,6,54,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side Center(RC),16-24 ft.,18,104,149,1,0,01-06-1998,SEA,CHH,Q2
285,Shot Chart Detail,0029700463,150,209,Dell Curry,1610612766,Charlotte Hornets,2,5,58,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,21,-194,81,1,0,01-06-1998,SEA,CHH,Q2
286,Shot Chart Detail,0029700463,166,209,Dell Curry,1610612766,Charlotte Hornets,2,3,40,Made Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,25,-205,147,1,1,01-06-1998,SEA,CHH,Q2
287,Shot Chart Detail,0029700463,180,209,Dell Curry,1610612766,Charlotte Hornets,2,1,6,Missed Shot,Jump Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,3,-3,31,1,0,01-06-1998,SEA,CHH,Q2
288,Shot Chart Detail,0029700463,223,209,Dell Curry,1610612766,Charlotte Hornets,3,9,22,Missed Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,1,12,14,1,0,01-06-1998,SEA,CHH,Q3
289,Shot Chart Detail,0029700463,227,209,Dell Curry,1610612766,Charlotte Hornets,3,9,10,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-227,104,1,0,01-06-1998,SEA,CHH,Q3
290,Shot Chart Detail,0029700907,432,209,Dell Curry,1610612766,Charlotte Hornets,4,1,40,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side Center(RC),16-24 ft.,21,160,139,1,0,03-13-1998,ORL,CHH,Q4
291,Shot Chart Detail,0029700907,436,209,Dell Curry,1610612766,Charlotte Hornets,4,1,17,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,03-13-1998,ORL,CHH,Q4
292,Shot Chart Detail,0029700907,438,209,Dell Curry,1610612766,Charlotte Hornets,4,0,45,Missed Shot,Running Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),8-16 ft.,8,-12,81,1,0,03-13-1998,ORL,CHH,Q4
293,Shot Chart Detail,0029700912,257,209,Dell Curry,1610612766,Charlotte Hornets,3,3,37,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,19,-190,-8,1,0,03-14-1998,CHH,WAS,Q3
294,Shot Chart Detail,0029700912,264,209,Dell Curry,1610612766,Charlotte Hornets,3,2,57,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),8-16 ft.,12,-81,98,1,0,03-14-1998,CHH,WAS,Q3
295,Shot Chart Detail,0029700912,294,209,Dell Curry,1610612766,Charlotte Hornets,3,0,17,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,24,132,207,1,0,03-14-1998,CHH,WAS,Q3
296,Shot Chart Detail,0029700912,296,209,Dell Curry,1610612766,Charlotte Hornets,3,0,11,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side(R),16-24 ft.,18,186,-3,1,0,03-14-1998,CHH,WAS,Q3
297,Shot Chart Detail,0029700929,174,209,Dell Curry,1610612766,Charlotte Hornets,2,5,8,Missed Shot,Jump Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,3,31,8,1,0,03-16-1998,CHH,DEN,Q2
298,Shot Chart Detail,0029700929,188,209,Dell Curry,1610612766,Charlotte Hornets,2,3,50,Missed Shot,Jump Shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,23,-231,-1,1,0,03-16-1998,CHH,DEN,Q2
299,Shot Chart Detail,0029700929,193,209,Dell Curry,1610612766,Charlotte Hornets,2,3,26,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,25,194,158,1,1,03-16-1998,CHH,DEN,Q2
300,Shot Chart Detail,0029700929,199,209,Dell Curry,1610612766,Charlotte Hornets,2,2,27,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side Center(LC),16-24 ft.,17,-124,121,1,0,03-16-1998,CHH,DEN,Q2
301,Shot Chart Detail,0029700929,213,209,Dell Curry,1610612766,Charlotte Hornets,2,0,28,Missed Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,2,25,8,1,0,03-16-1998,CHH,DEN,Q2
302,Shot Chart Detail,0029700929,362,209,Dell Curry,1610612766,Charlotte Hornets,4,10,15,Made Shot,Jump Shot,2PT FG,Mid-Range,Left Side Center(LC),16-24 ft.,18,-130,128,1,1,03-16-1998,CHH,DEN,Q4
303,Shot Chart Detail,0029700929,374,209,Dell Curry,1610612766,Charlotte Hornets,4,8,53,Missed Shot,Jump Shot,2PT FG,Mid-Range,Right Side Center(RC),16-24 ft.,21,121,179,1,0,03-16-1998,CHH,DEN,Q4
304,Shot Chart Detail,0029700929,378,209,Dell Curry,1610612766,Charlotte Hornets,4,8,28,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,03-16-1998,CHH,DEN,Q4
305,Shot Chart Detail,0029700929,404,209,Dell Curry,1610612766,Charlotte Hornets,4,4,56,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,03-16-1998,CHH,DEN,Q4
306,Shot Chart Detail,0029700929,419,209,Dell Curry,1610612766,Charlotte Hornets,4,3,44,Made Shot,Jump Shot,3PT FG,Above the Break 3,Right Side Center(RC),24+ ft.,24,192,151,1,1,03-16-1998,CHH,DEN,Q4
307,Shot Chart Detail,0029700929,422,209,Dell Curry,1610612766,Charlotte Hornets,4,3,15,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,03-16-1998,CHH,DEN,Q4
308,Shot Chart Detail,0029700929,437,209,Dell Curry,1610612766,Charlotte Hornets,4,1,38,Made Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,24,-201,141,1,1,03-16-1998,CHH,DEN,Q4
309,Shot Chart Detail,0029700945,182,209,Dell Curry,1610612766,Charlotte Hornets,2,3,22,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side Center(LC),16-24 ft.,16,-109,119,1,0,03-18-1998,CHH,UTA,Q2
310,Shot Chart Detail,0029700945,197,209,Dell Curry,1610612766,Charlotte Hornets,2,2,18,Missed Shot,Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),8-16 ft.,9,3,98,1,0,03-18-1998,CHH,UTA,Q2
311,Shot Chart Detail,0029700945,213,209,Dell Curry,1610612766,Charlotte Hornets,2,0,41,Made Shot,Jump Shot,2PT FG,Mid-Range,Left Side(L),16-24 ft.,19,-199,-1,1,1,03-18-1998,CHH,UTA,Q2
312,Shot Chart Detail,0029700945,391,209,Dell Curry,1610612766,Charlotte Hornets,4,6,47,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,03-18-1998,CHH,UTA,Q4
313,Shot Chart Detail,0029700945,398,209,Dell Curry,1610612766,Charlotte Hornets,4,6,5,Missed Shot,Jump Shot,3PT FG,Left Corner 3,Left Side(L),24+ ft.,22,-229,-3,1,0,03-18-1998,CHH,UTA,Q4
314,Shot Chart Detail,0029700945,413,209,Dell Curry,1610612766,Charlotte Hornets,4,4,28,Missed Shot,Jump Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,3,33,18,1,0,03-18-1998,CHH,UTA,Q4
315,Shot Chart Detail,0029700945,414,209,Dell Curry,1610612766,Charlotte Hornets,4,4,25,Missed Shot,Tip Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,03-18-1998,CHH,UTA,Q4
316,Shot Chart Detail,0029700945,422,209,Dell Curry,1610612766,Charlotte Hornets,4,3,59,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,2,-18,12,1,1,03-18-1998,CHH,UTA,Q4
317,Shot Chart Detail,0029700945,435,209,Dell Curry,1610612766,Charlotte Hornets,4,3,11,Missed Shot,Jump Shot,3PT FG,Above the Break 3,Left Side Center(LC),24+ ft.,23,-162,177,1,0,03-18-1998,CHH,UTA,Q4
318,Shot Chart Detail,0029700945,443,209,Dell Curry,1610612766,Charlotte Hornets,4,2,50,Made Shot,Dunk Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,03-18-1998,CHH,UTA,Q4
319,Shot Chart Detail,0029700945,452,209,Dell Curry,1610612766,Charlotte Hornets,4,1,13,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,03-18-1998,CHH,UTA,Q4
320,Shot Chart Detail,0029700966,126,209,Dell Curry,1610612766,Charlotte Hornets,2,8,17,Made Shot,Jump Shot,3PT FG,Above the Break 3,Center(C),24+ ft.,25,-53,248,1,1,03-20-1998,SAS,CHH,Q2
321,Shot Chart Detail,0029700966,153,209,Dell Curry,1610612766,Charlotte Hornets,2,5,10,Missed Shot,Jump Shot,2PT FG,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,14,72,1,0,03-20-1998,SAS,CHH,Q2
322,Shot Chart Detail,0029700966,163,209,Dell Curry,1610612766,Charlotte Hornets,2,4,28,Made Shot,Layup Shot,2PT FG,Restricted Area,Center(C),Less Than 8 ft.,2,18,10,1,1,03-20-1998,SAS,CHH,Q2
323,Shot Chart Detail,0029700966,368,209,Dell Curry,1610612766,Charlotte Hornets,4,5,47,Missed Shot,Jump Shot,2PT FG,Mid-Range,Left Side Center(LC),16-24 ft.,16,-136,100,1,0,03-20-1998,SAS,CHH,Q4
